poi_idx,cat_idx,region_idx,hotness_idx
980,130,34,0
981,193,60,1
982,182,34,2
983,137,36,1
984,244,34,0
985,257,35,0
986,133,60,0
987,162,35,0
988,263,42,12
989,36,60,0
990,105,35,0
991,258,35,1
992,9,35,1
993,208,35,1
994,69,25,23
995,196,34,0
996,54,35,1
997,121,34,0
998,221,34,0
999,60,34,5
1000,207,34,2
1001,164,36,3
1002,1,34,1
1003,137,33,2
1004,131,34,0
1005,221,35,1
1006,255,35,0
1007,60,35,1
1008,76,60,0
1009,30,35,0
1010,103,77,0
1011,7,34,0
1012,259,33,1
1013,205,58,0
1014,96,35,0
1015,221,34,0
1016,41,61,0
1017,193,61,0
1018,300,35,0
1019,7,34,1
1020,136,34,4
1021,232,34,0
1022,263,42,3
1023,28,35,0
1024,137,34,1
1025,196,34,1
1026,102,60,0
1027,162,35,0
1028,196,35,0
1029,255,34,0
1030,36,60,0
1031,221,34,0
1032,146,35,0
1033,95,35,0
1034,41,35,0
1035,120,35,1
1036,30,35,0
1037,221,35,0
1038,41,42,2
1039,136,60,2
1040,130,44,0
1041,36,35,0
1042,238,3,0
1043,137,35,0
1044,10,34,1
1045,263,34,3
1046,251,35,1
1047,146,36,1
1048,247,35,1
1049,263,44,4
1050,145,35,2
1051,96,43,0
1052,251,35,0
1053,46,32,0
1054,36,79,0
1055,140,34,1
1056,69,34,6
1057,97,58,0
1058,120,35,1
1059,137,34,0
1060,182,5,3
1061,69,52,6
1062,75,61,4
1063,245,34,0
1064,130,43,0
1065,95,34,0
1066,283,60,1
1067,120,60,3
1068,221,60,0
1069,41,42,0
1070,136,35,1
1071,121,35,1
1072,140,33,0
1073,288,18,0
1074,60,35,0
1075,68,60,1
1076,246,35,3
1077,60,59,3
1078,79,34,6
1079,137,34,2
1080,7,34,0
1081,195,35,1
1082,140,34,0
1083,133,35,0
1084,136,35,0
1085,137,45,2
1086,221,36,2
1087,98,35,0
1088,140,60,0
1089,60,35,2
1090,188,60,0
1091,36,35,0
1092,46,35,2
1093,253,60,2
1094,69,85,1
1095,40,34,1
1096,221,34,0
1097,137,34,2
1098,232,35,1
1099,118,35,0
1100,123,35,0
1101,106,35,0
1102,137,35,1
1103,39,35,0
1104,120,60,1
1105,70,43,4
1106,137,45,0
1107,137,35,0
1108,136,88,2
1109,60,35,1
1110,53,43,4
1111,136,60,1
1112,41,36,0
1113,95,34,3
1114,60,35,0
1115,208,34,0
1116,182,26,2
1117,136,35,1
1118,136,44,1
1119,253,61,2
1120,62,34,2
1121,136,35,0
1122,60,35,3
1123,180,60,1
1124,263,5,1
1125,221,60,0
1126,221,34,0
1127,137,60,0
1128,60,35,0
1129,36,34,0
1130,281,34,0
1131,136,46,0
1132,80,34,2
1133,137,60,1
1134,221,35,0
1135,52,35,0
1136,70,34,27
1137,193,35,0
1138,196,60,0
1139,221,33,4
1140,193,34,1
1141,9,35,0
1142,41,34,0
1143,221,35,1
1144,95,60,1
1145,162,51,0
1146,221,35,1
1147,60,35,1
1148,60,60,0
1149,41,35,0
1150,130,33,1
1151,221,36,1
1152,221,44,0
1153,193,35,1
1154,60,34,0
1155,257,35,0
1156,41,36,0
1157,127,33,1
1158,182,66,1
1159,47,35,0
1160,4,34,1
1161,193,34,1
1162,264,21,1
1163,196,34,0
1164,246,35,1
1165,135,34,0
1166,41,33,0
1167,258,35,4
1168,221,60,0
1169,255,34,0
1170,79,35,0
1171,9,34,1
1172,60,60,2
1173,145,35,0
1174,21,34,0
1175,69,33,4
1176,255,34,2
1177,38,60,3
1178,145,83,0
1179,95,35,1
1180,25,35,0
1181,221,34,3
1182,60,34,0
1183,25,35,0
1184,221,35,1
1185,60,35,1
1186,34,35,1
1187,221,34,2
1188,41,60,0
1189,268,60,1
1190,193,34,0
1191,137,44,1
1192,221,44,1
1193,132,33,0
1194,140,34,1
1195,134,60,0
1196,41,44,1
1197,221,60,0
1198,280,34,1
1199,95,34,1
1200,196,35,0
1201,221,35,0
1202,60,35,2
1203,7,34,0
1204,69,30,4
1205,221,35,0
1206,25,35,1
1207,137,44,0
1208,86,35,0
1209,221,35,1
1210,219,34,0
1211,25,44,0
1212,221,60,0
1213,162,34,0
1214,46,35,1
1215,221,34,0
1216,26,34,0
1217,60,35,0
1218,221,60,0
1219,221,44,0
1220,79,45,0
1221,57,35,0
1222,57,35,0
1223,221,35,0
1224,136,34,5
1225,71,60,0
1226,162,58,1
1227,201,34,0
1228,7,35,0
1229,41,63,0
1230,221,60,8
1231,221,34,0
1232,60,35,4
1233,2,19,1
1234,201,35,0
1235,221,35,0
1236,34,34,6
1237,256,60,0
1238,221,26,0
1239,221,35,0
1240,36,34,1
1241,101,61,0
1242,255,55,0
1243,96,44,1
1244,221,35,0
1245,13,35,0
1246,264,64,0
1247,46,78,0
1248,97,34,1
1249,101,34,0
1250,137,35,2
1251,263,32,0
1252,253,27,2
1253,25,35,2
1254,221,34,2
1255,221,60,0
1256,120,45,0
1257,4,44,2
1258,221,35,0
1259,221,60,0
1260,60,34,0
1261,263,60,3
1262,253,35,0
1263,60,60,8
1264,130,35,0
1265,263,34,1
1266,77,34,0
1267,41,35,0
1268,41,35,0
1269,258,35,5
1270,263,17,2
1271,177,42,2
1272,127,6,0
1273,137,35,1
1274,136,35,1
1275,79,60,1
1276,60,53,3
1277,268,60,2
1278,253,27,1
1279,41,27,0
1280,263,44,5
1281,264,56,4
1282,137,26,2
1283,120,35,1
1284,120,35,0
1285,131,37,0
1286,238,3,0
1287,220,45,5
1288,221,33,0
1289,36,44,0
1290,41,35,0
1291,101,34,1
1292,69,68,2
1293,196,35,0
1294,221,35,1
1295,137,34,0
1296,195,44,0
1297,60,35,0
1298,7,35,1
1299,132,34,2
1300,94,60,0
1301,162,35,1
1302,2,60,1
1303,238,3,1
1304,95,35,1
1305,253,33,2
1306,221,34,0
1307,1,35,0
1308,221,25,0
1309,86,35,0
1310,182,34,0
1311,182,36,0
1312,69,68,3
1313,136,35,0
1314,60,60,0
1315,41,32,0
1316,221,34,2
1317,7,34,0
1318,47,34,0
1319,253,35,1
1320,221,44,0
1321,300,34,10
1322,193,34,1
1323,221,34,0
1324,221,34,1
1325,30,34,0
1326,221,35,1
1327,130,44,0
1328,120,60,5
1329,69,43,4
1330,41,56,0
1331,237,34,0
1332,36,45,0
1333,196,34,1
1334,221,60,0
1335,101,35,0
1336,36,34,0
1337,36,34,0
1338,130,35,0
1339,101,34,0
1340,5,35,0
1341,120,14,0
1342,263,60,1
1343,60,35,1
1344,221,43,0
1345,41,88,0
1346,95,44,0
1347,46,44,3
1348,101,60,0
1349,96,35,0
1350,221,60,2
1351,221,34,1
1352,49,34,0
1353,60,60,1
1354,263,60,1
1355,145,35,0
1356,263,34,4
1357,123,34,0
1358,95,35,0
1359,258,35,0
1360,95,35,1
1361,220,44,3
1362,182,33,6
1363,127,17,0
1364,258,34,0
1365,136,34,0
1366,95,35,0
1367,105,35,0
1368,221,35,0
1369,221,35,1
1370,41,60,0
1371,129,35,0
1372,95,33,0
1373,69,68,1
1374,60,34,0
1375,263,34,6
1376,258,35,0
1377,57,34,1
1378,137,33,4
1379,263,34,5
1380,162,32,1
1381,213,35,1
1382,96,58,0
1383,129,35,0
1384,258,35,2
1385,201,20,1
1386,14,34,1
1387,256,34,1
1388,221,34,0
1389,263,34,5
1390,263,33,1
1391,60,60,1
1392,263,34,5
1393,255,35,0
1394,136,54,1
1395,175,35,2
1396,221,35,1
1397,263,35,1
1398,137,34,0
1399,263,33,0
1400,263,60,0
1401,204,44,0
1402,138,60,0
1403,213,35,1
1404,41,51,0
1405,162,47,0
1406,193,55,0
1407,69,51,7
1408,69,26,0
1409,182,71,1
1410,221,35,0
1411,200,34,0
1412,60,60,1
1413,19,36,1
1414,263,32,0
1415,182,35,0
1416,96,46,0
1417,263,32,1
1418,137,35,0
1419,221,55,0
1420,136,35,1
1421,245,78,0
1422,92,35,1
1423,136,35,0
1424,60,34,0
1425,184,35,2
1426,221,35,2
1427,69,82,1
1428,127,6,0
1429,221,82,0
1430,94,60,0
1431,263,32,0
1432,101,34,0
1433,95,36,0
1434,7,35,3
1435,207,34,0
1436,62,34,3
1437,162,34,0
1438,36,34,0
1439,146,17,0
1440,221,35,0
1441,41,17,0
1442,256,35,1
1443,232,35,0
1444,162,45,0
1445,131,35,0
1446,79,42,5
1447,25,35,0
1448,41,35,1
1449,136,35,3
1450,137,34,0
1451,221,35,0
1452,95,34,1
1453,4,34,0
1454,137,70,1
1455,41,36,0
1456,91,34,0
1457,62,34,1
1458,182,35,0
1459,95,34,1
1460,95,60,1
1461,106,60,0
1462,238,18,1
1463,240,18,13
1464,36,20,0
1465,300,60,4
1466,180,35,1
1467,202,34,2
1468,221,33,0
1469,263,33,7
1470,47,60,0
1471,25,60,1
1472,213,35,2
1473,193,35,0
1474,133,34,2
1475,121,35,0
1476,36,33,0
1477,52,58,1
1478,54,60,1
1479,57,35,0
1480,75,60,4
1481,221,44,1
1482,129,35,1
1483,221,60,1
1484,60,35,0
1485,221,34,1
1486,41,44,1
1487,42,60,0
1488,253,76,0
1489,253,78,2
1490,193,33,0
1491,60,35,2
1492,177,35,1
1493,79,34,1
1494,121,35,3
1495,136,35,1
1496,263,35,1
1497,111,35,0
1498,136,35,1
1499,6,33,0
1500,19,35,0
1501,263,60,6
1502,263,44,10
1503,221,34,1
1504,6,60,0
1505,129,60,1
1506,137,44,1
1507,49,34,0
1508,69,60,15
1509,263,60,10
1510,221,42,1
1511,263,34,3
1512,41,35,0
1513,136,35,1
1514,69,20,3
1515,263,34,10
1516,263,33,2
1517,86,35,1
1518,7,34,0
1519,41,44,0
1520,77,35,1
1521,51,60,1
1522,145,33,0
1523,221,60,3
1524,193,35,0
1525,290,35,0
1526,25,44,0
1527,101,19,0
1528,130,33,1
1529,60,60,1
1530,46,34,1
1531,196,60,1
1532,196,35,0
1533,219,35,0
1534,189,35,1
1535,193,35,0
1536,130,34,0
1537,77,69,0
1538,263,33,7
1539,101,35,2
1540,253,30,0
1541,25,34,4
1542,221,45,4
1543,263,45,0
1544,60,60,0
1545,162,20,0
1546,127,44,2
1547,57,88,0
1548,34,35,0
1549,79,35,0
1550,4,34,0
1551,120,35,0
1552,136,35,0
1553,263,35,1
1554,211,34,1
1555,200,26,0
1556,60,43,4
1557,162,29,2
1558,263,46,0
1559,34,34,0
1560,162,38,0
1561,25,35,1
1562,7,35,0
1563,221,35,1
1564,2,34,2
1565,263,33,4
1566,70,33,1
1567,52,34,0
1568,95,68,0
1569,65,35,1
1570,241,34,0
1571,280,60,1
1572,68,33,0
1573,192,34,0
1574,263,44,3
1575,221,34,0
1576,146,61,0
1577,137,12,0
1578,96,69,1
1579,263,36,0
1580,101,44,0
1581,263,34,5
1582,101,64,0
1583,131,54,0
1584,263,46,2
1585,130,35,1
1586,130,35,1
1587,263,36,5
1588,263,46,0
1589,72,35,0
1590,149,35,7
1591,105,34,0
1592,258,34,0
1593,231,34,0
1594,71,33,0
1595,69,60,8
1596,221,60,0
1597,19,33,0
1598,263,60,9
1599,69,68,1
1600,280,33,2
1601,196,34,0
1602,79,35,1
1603,163,34,0
1604,41,17,0
1605,220,66,1
1606,105,34,0
1607,162,12,0
1608,51,60,0
1609,231,60,1
1610,241,34,0
1611,263,60,1
1612,263,20,0
1613,231,45,0
1614,140,44,0
1615,69,26,0
1616,100,9,0
1617,96,70,0
1618,69,18,1
1619,263,20,3
1620,221,34,0
1621,221,35,3
1622,60,34,3
1623,77,35,1
1624,255,35,0
1625,4,35,0
1626,120,36,1
1627,79,35,0
1628,257,70,0
1629,137,34,0
1630,41,78,1
1631,263,60,1
1632,69,60,6
1633,60,60,0
1634,263,20,6
1635,267,35,1
1636,137,44,0
1637,238,18,0
1638,221,34,0
1639,95,35,0
1640,188,35,1
1641,60,35,6
1642,263,31,3
1643,24,35,1
1644,60,35,0
1645,182,35,1
1646,255,35,0
1647,221,34,3
1648,30,33,0
1649,158,35,2
1650,265,45,0
1651,208,34,0
1652,172,43,3
1653,86,35,3
1654,41,42,0
1655,196,34,0
1656,54,60,0
1657,221,35,0
1658,213,60,0
1659,221,35,0
1660,109,34,0
