item,idx
139.54_35.605,126
139.54_35.61,127
139.54_35.615,128
139.54_35.64,129
139.54_35.645,130
139.54_35.65,131
139.54_35.655,132
139.54_35.68,133
139.54_35.7,134
139.54_35.745,135
139.54_35.75,136
139.555_35.56,137
139.555_35.575,138
139.555_35.595,139
139.555_35.61,140
139.555_35.615,141
139.555_35.645,142
139.555_35.65,143
139.555_35.685,144
139.555_35.7,145
139.555_35.705,146
139.555_35.8,147
139.55_35.555,148
139.55_35.56,149
139.55_35.565,150
139.55_35.57,151
139.55_35.59,152
139.55_35.605,153
139.55_35.61,154
139.55_35.615,155
139.55_35.63,156
139.55_35.64,157
139.55_35.645,158
139.55_35.65,159
139.55_35.665,160
139.55_35.68,161
139.55_35.695,162
139.55_35.715,163
139.55_35.725,164
139.55_35.755,165
139.565_35.56,166
139.565_35.57,167
139.565_35.585,168
139.565_35.61,169
139.565_35.615,170
139.565_35.62,171
139.565_35.625,172
139.565_35.64,173
139.565_35.65,174
139.565_35.655,175
139.565_35.675,176
139.565_35.68,177
139.565_35.685,178
139.565_35.7,179
139.565_35.71,180
139.565_35.72,181
139.565_35.725,182
139.565_35.745,183
139.565_35.77,184
139.565_35.775,185
139.565_35.795,186
139.565_35.82,187
139.565_35.825,188
139.56_35.565,189
139.56_35.605,190
139.56_35.615,191
139.56_35.62,192
139.56_35.625,193
139.56_35.645,194
139.56_35.65,195
139.56_35.655,196
139.56_35.67,197
139.56_35.69,198
139.56_35.695,199
139.56_35.7,200
139.56_35.705,201
139.56_35.71,202
139.56_35.715,203
139.56_35.725,204
139.56_35.83,205
139.575_35.535,206
139.575_35.545,207
139.575_35.55,208
139.575_35.555,209
139.575_35.56,210
139.575_35.575,211
139.575_35.585,212
139.575_35.59,213
139.575_35.61,214
139.575_35.615,215
139.575_35.62,216
139.575_35.63,217
139.575_35.635,218
139.575_35.655,219
139.575_35.695,220
139.575_35.7,221
139.575_35.705,222
139.575_35.725,223
139.575_35.73,224
139.575_35.79,225
139.575_35.805,226
139.575_35.81,227
139.575_35.82,228
139.57_35.54,229
139.57_35.545,230
139.57_35.56,231
139.57_35.575,232
139.57_35.59,233
139.57_35.61,234
139.57_35.615,235
139.57_35.62,236
139.57_35.625,237
139.57_35.64,238
139.57_35.655,239
139.57_35.695,240
139.57_35.71,241
139.57_35.745,242
139.57_35.8,243
139.57_35.82,244
139.57_35.825,245
139.585_35.535,246
139.585_35.56,247
139.585_35.6,248
139.585_35.61,249
139.585_35.63,250
139.585_35.635,251
139.585_35.655,252
139.585_35.66,253
139.585_35.69,254
139.585_35.695,255
139.585_35.7,256
139.585_35.715,257
139.585_35.73,258
139.585_35.745,259
139.585_35.75,260
139.585_35.755,261
139.585_35.775,262
139.585_35.81,263
139.585_35.815,264
139.58_35.55,265
139.58_35.56,266
139.58_35.575,267
139.58_35.58,268
139.58_35.585,269
139.58_35.66,270
139.58_35.675,271
139.58_35.695,272
139.58_35.7,273
139.58_35.705,274
139.58_35.74,275
139.58_35.745,276
139.58_35.75,277
139.58_35.81,278
139.595_35.555,279
139.595_35.58,280
139.595_35.6,281
139.595_35.615,282
139.595_35.62,283
139.595_35.635,284
139.595_35.64,285
139.595_35.645,286
139.595_35.65,287
139.595_35.685,288
139.595_35.7,289
139.595_35.715,290
139.595_35.735,291
139.595_35.75,292
139.595_35.755,293
139.595_35.775,294
139.59_35.56,295
139.59_35.58,296
139.59_35.585,297
139.59_35.61,298
139.59_35.725,299
139.59_35.75,300
139.59_35.755,301
139.5_35.635,302
139.5_35.64,303
139.5_35.665,304
139.5_35.67,305
139.5_35.7,306
139.5_35.73,307
139.5_35.74,308
139.5_35.745,309
139.605_35.59,310
139.605_35.595,311
139.605_35.6,312
139.605_35.62,313
139.605_35.63,314
139.605_35.635,315
139.605_35.64,316
139.605_35.645,317
139.605_35.655,318
139.605_35.67,319
139.605_35.68,320
139.605_35.69,321
139.605_35.71,322
139.605_35.715,323
139.605_35.74,324
139.605_35.75,325
139.605_35.785,326
139.605_35.835,327
139.615_35.525,328
139.615_35.57,329
139.615_35.585,330
139.615_35.6,331
139.615_35.635,332
139.615_35.65,333
139.615_35.655,334
139.615_35.665,335
139.615_35.67,336
139.615_35.675,337
139.615_35.68,338
139.615_35.685,339
139.615_35.7,340
139.615_35.705,341
139.615_35.72,342
139.615_35.74,343
139.615_35.8,344
139.615_35.83,345
139.615_35.835,346
139.61_35.53,347
139.61_35.55,348
139.61_35.56,349
139.61_35.58,350
139.61_35.585,351
139.61_35.595,352
139.61_35.6,353
139.61_35.615,354
139.61_35.645,355
139.61_35.655,356
139.61_35.66,357
139.61_35.665,358
139.61_35.67,359
139.61_35.695,360
139.61_35.7,361
139.61_35.705,362
139.61_35.715,363
139.61_35.72,364
139.61_35.725,365
139.61_35.73,366
139.61_35.775,367
139.61_35.785,368
139.625_35.52,369
139.625_35.525,370
139.625_35.555,371
139.625_35.56,372
139.625_35.585,373
139.625_35.61,374
139.625_35.615,375
139.625_35.625,376
139.625_35.64,377
139.625_35.68,378
139.625_35.7,379
139.625_35.72,380
139.625_35.735,381
139.625_35.755,382
139.625_35.76,383
139.625_35.775,384
139.625_35.78,385
139.625_35.79,386
139.625_35.82,387
139.625_35.84,388
139.625_35.845,389
139.62_35.525,390
139.62_35.54,391
139.62_35.545,392
139.62_35.58,393
139.62_35.59,394
139.62_35.605,395
139.62_35.61,396
139.62_35.625,397
139.62_35.63,398
139.62_35.635,399
139.62_35.645,400
139.62_35.665,401
139.62_35.67,402
139.62_35.675,403
139.62_35.7,404
139.62_35.705,405
139.62_35.72,406
139.62_35.725,407
139.62_35.745,408
139.62_35.755,409
139.62_35.775,410
139.62_35.835,411
139.635_35.53,412
139.635_35.535,413
139.635_35.61,414
139.635_35.615,415
139.635_35.62,416
139.635_35.63,417
139.635_35.645,418
139.635_35.65,419
139.635_35.66,420
139.635_35.675,421
139.635_35.68,422
139.635_35.695,423
139.635_35.7,424
139.635_35.705,425
139.635_35.72,426
139.635_35.73,427
139.635_35.735,428
139.635_35.77,429
139.635_35.79,430
139.635_35.85,431
139.63_35.515,432
139.63_35.52,433
139.63_35.53,434
139.63_35.535,435
139.63_35.545,436
139.63_35.55,437
139.63_35.56,438
139.63_35.585,439
139.63_35.615,440
139.63_35.62,441
139.63_35.625,442
139.63_35.635,443
139.63_35.64,444
139.63_35.66,445
139.63_35.665,446
139.63_35.67,447
139.63_35.69,448
139.63_35.695,449
139.63_35.7,450
139.63_35.705,451
139.63_35.735,452
139.63_35.765,453
139.63_35.775,454
139.63_35.81,455
139.63_35.84,456
139.645_35.52,457
139.645_35.53,458
139.645_35.54,459
139.645_35.545,460
139.645_35.55,461
139.645_35.555,462
139.645_35.565,463
139.645_35.575,464
139.645_35.585,465
139.645_35.6,466
139.645_35.605,467
139.645_35.62,468
139.645_35.63,469
139.645_35.64,470
139.645_35.65,471
139.645_35.665,472
139.645_35.67,473
139.645_35.695,474
139.645_35.7,475
139.645_35.705,476
139.645_35.72,477
139.645_35.74,478
139.645_35.745,479
139.645_35.77,480
139.645_35.79,481
139.645_35.795,482
139.645_35.84,483
139.645_35.845,484
139.645_35.855,485
139.645_35.86,486
139.64_35.53,487
139.64_35.55,488
139.64_35.56,489
139.64_35.575,490
139.64_35.58,491
139.64_35.605,492
139.64_35.63,493
139.64_35.64,494
139.64_35.645,495
139.64_35.655,496
139.64_35.665,497
139.64_35.67,498
139.64_35.675,499
139.64_35.69,500
139.64_35.71,501
139.64_35.72,502
139.64_35.765,503
139.64_35.77,504
139.64_35.78,505
139.64_35.785,506
139.64_35.82,507
139.655_35.51,508
139.655_35.56,509
139.655_35.565,510
139.655_35.57,511
139.655_35.575,512
139.655_35.6,513
139.655_35.625,514
139.655_35.63,515
139.655_35.64,516
139.655_35.645,517
139.655_35.66,518
139.655_35.67,519
139.655_35.675,520
139.655_35.68,521
139.655_35.685,522
139.655_35.695,523
139.655_35.71,524
139.655_35.765,525
139.655_35.78,526
139.655_35.785,527
139.655_35.855,528
139.655_35.86,529
139.65_35.555,530
139.65_35.56,531
139.65_35.565,532
139.65_35.575,533
139.65_35.58,534
139.65_35.585,535
139.65_35.595,536
139.65_35.6,537
139.65_35.605,538
139.65_35.64,539
139.65_35.645,540
139.65_35.655,541
139.65_35.665,542
139.65_35.69,543
139.65_35.695,544
139.65_35.7,545
139.65_35.705,546
139.65_35.715,547
139.65_35.72,548
139.65_35.725,549
139.65_35.735,550
139.65_35.755,551
139.65_35.825,552
139.65_35.855,553
139.65_35.86,554
139.665_35.51,555
139.665_35.53,556
139.665_35.535,557
139.665_35.55,558
139.665_35.555,559
139.665_35.56,560
139.665_35.57,561
139.665_35.585,562
139.665_35.595,563
139.665_35.605,564
139.665_35.625,565
139.665_35.635,566
139.665_35.64,567
139.665_35.645,568
139.665_35.66,569
139.665_35.665,570
139.665_35.67,571
139.665_35.675,572
139.665_35.685,573
139.665_35.69,574
139.665_35.695,575
139.665_35.7,576
139.665_35.705,577
139.665_35.71,578
139.665_35.74,579
139.665_35.765,580
139.665_35.78,581
139.665_35.815,582
139.665_35.83,583
139.665_35.84,584
139.665_35.845,585
139.665_35.86,586
139.66_35.51,587
139.66_35.515,588
139.66_35.535,589
139.66_35.55,590
139.66_35.56,591
139.66_35.57,592
139.66_35.575,593
139.66_35.58,594
139.66_35.605,595
139.66_35.62,596
139.66_35.625,597
139.66_35.63,598
139.66_35.635,599
139.66_35.64,600
139.66_35.645,601
139.66_35.65,602
139.66_35.655,603
139.66_35.66,604
139.66_35.665,605
139.66_35.67,606
139.66_35.68,607
139.66_35.685,608
139.66_35.705,609
139.66_35.715,610
139.66_35.72,611
139.66_35.735,612
139.66_35.76,613
139.66_35.765,614
139.66_35.77,615
139.66_35.785,616
139.66_35.79,617
139.66_35.825,618
139.66_35.835,619
139.66_35.855,620
139.66_35.865,621
139.675_35.515,622
139.675_35.52,623
139.675_35.53,624
139.675_35.535,625
139.675_35.55,626
139.675_35.56,627
139.675_35.585,628
139.675_35.59,629
139.675_35.605,630
139.675_35.615,631
139.675_35.64,632
139.675_35.645,633
139.675_35.66,634
139.675_35.665,635
139.675_35.675,636
139.675_35.685,637
139.675_35.69,638
139.675_35.695,639
139.675_35.7,640
139.675_35.71,641
139.675_35.72,642
139.675_35.735,643
139.675_35.74,644
139.675_35.76,645
139.675_35.775,646
139.675_35.78,647
139.675_35.805,648
139.675_35.82,649
139.675_35.835,650
139.67_35.54,651
139.67_35.545,652
139.67_35.55,653
139.67_35.555,654
139.67_35.56,655
139.67_35.565,656
139.67_35.58,657
139.67_35.585,658
139.67_35.6,659
139.67_35.605,660
139.67_35.61,661
139.67_35.625,662
139.67_35.635,663
139.67_35.64,664
139.67_35.65,665
139.67_35.66,666
139.67_35.665,667
139.67_35.67,668
139.67_35.68,669
139.67_35.69,670
139.67_35.7,671
139.67_35.705,672
139.67_35.71,673
139.67_35.715,674
139.67_35.72,675
139.67_35.73,676
139.67_35.735,677
139.67_35.765,678
139.67_35.77,679
139.67_35.78,680
139.67_35.785,681
139.67_35.79,682
139.67_35.83,683
139.67_35.845,684
139.685_35.515,685
139.685_35.52,686
139.685_35.53,687
139.685_35.535,688
139.685_35.56,689
139.685_35.57,690
139.685_35.575,691
139.685_35.595,692
139.685_35.605,693
139.685_35.61,694
139.685_35.625,695
139.685_35.65,696
139.685_35.655,697
139.685_35.665,698
139.685_35.67,699
139.685_35.675,700
139.685_35.68,701
139.685_35.685,702
139.685_35.69,703
139.685_35.695,704
139.685_35.7,705
139.685_35.705,706
139.685_35.71,707
139.685_35.715,708
139.685_35.72,709
139.685_35.735,710
139.685_35.755,711
139.685_35.77,712
139.685_35.775,713
139.685_35.825,714
139.68_35.52,715
139.68_35.53,716
139.68_35.535,717
139.68_35.54,718
139.68_35.545,719
139.68_35.555,720
139.68_35.565,721
139.68_35.57,722
139.68_35.575,723
139.68_35.58,724
139.68_35.585,725
139.68_35.59,726
139.68_35.6,727
139.68_35.605,728
139.68_35.61,729
139.68_35.62,730
139.68_35.625,731
139.68_35.635,732
139.68_35.64,733
139.68_35.645,734
139.68_35.65,735
139.68_35.655,736
139.68_35.66,737
139.68_35.665,738
139.68_35.67,739
139.68_35.675,740
139.68_35.68,741
139.68_35.685,742
139.68_35.69,743
139.68_35.695,744
139.68_35.7,745
139.68_35.705,746
139.68_35.71,747
139.68_35.72,748
139.68_35.725,749
139.68_35.73,750
139.68_35.79,751
139.68_35.795,752
139.695_35.525,753
139.695_35.53,754
139.695_35.55,755
139.695_35.555,756
139.695_35.56,757
139.695_35.565,758
139.695_35.57,759
139.695_35.575,760
139.695_35.58,761
139.695_35.615,762
139.695_35.62,763
139.695_35.625,764
139.695_35.63,765
139.695_35.635,766
139.695_35.64,767
139.695_35.645,768
139.695_35.65,769
139.695_35.655,770
139.695_35.66,771
139.695_35.665,772
139.695_35.67,773
139.695_35.675,774
139.695_35.68,775
139.695_35.685,776
139.695_35.69,777
139.695_35.695,778
139.695_35.7,779
139.695_35.71,780
139.695_35.715,781
139.695_35.72,782
139.695_35.725,783
139.695_35.73,784
139.695_35.755,785
139.695_35.77,786
139.695_35.805,787
139.695_35.82,788
139.695_35.84,789
139.69_35.52,790
139.69_35.525,791
139.69_35.53,792
139.69_35.535,793
139.69_35.54,794
139.69_35.545,795
139.69_35.55,796
139.69_35.565,797
139.69_35.57,798
139.69_35.6,799
139.69_35.605,800
139.69_35.61,801
139.69_35.625,802
139.69_35.63,803
139.69_35.635,804
139.69_35.64,805
139.69_35.645,806
139.69_35.65,807
139.69_35.655,808
139.69_35.66,809
139.69_35.665,810
139.69_35.67,811
139.69_35.675,812
139.69_35.68,813
139.69_35.685,814
139.69_35.69,815
139.69_35.695,816
139.69_35.7,817
139.69_35.705,818
139.69_35.71,819
139.69_35.715,820
139.69_35.72,821
139.69_35.725,822
139.69_35.745,823
139.69_35.75,824
139.69_35.755,825
139.69_35.77,826
139.69_35.775,827
139.69_35.79,828
139.69_35.82,829
139.69_35.825,830
139.6_35.54,831
139.6_35.59,832
139.6_35.6,833
139.6_35.625,834
139.6_35.63,835
139.6_35.635,836
139.6_35.64,837
139.6_35.65,838
139.6_35.665,839
139.6_35.67,840
139.6_35.69,841
139.6_35.695,842
139.6_35.7,843
139.6_35.72,844
139.6_35.725,845
139.6_35.74,846
139.6_35.775,847
139.6_35.795,848
139.6_35.83,849
139.6_35.835,850
139.6_35.845,851
139.705_35.51,852
139.705_35.525,853
139.705_35.53,854
139.705_35.535,855
139.705_35.54,856
139.705_35.555,857
139.705_35.56,858
139.705_35.565,859
139.705_35.57,860
139.705_35.575,861
139.705_35.585,862
139.705_35.59,863
139.705_35.6,864
139.705_35.615,865
139.705_35.62,866
139.705_35.625,867
139.705_35.63,868
139.705_35.645,869
139.705_35.65,870
139.705_35.655,871
139.705_35.66,872
139.705_35.665,873
139.705_35.67,874
139.705_35.675,875
139.705_35.68,876
139.705_35.685,877
139.705_35.69,878
139.705_35.695,879
139.705_35.7,880
139.705_35.705,881
139.705_35.71,882
139.705_35.715,883
139.705_35.72,884
139.705_35.725,885
139.705_35.73,886
139.705_35.735,887
139.705_35.74,888
139.705_35.75,889
139.705_35.755,890
139.705_35.76,891
139.705_35.765,892
139.705_35.77,893
139.705_35.785,894
139.705_35.815,895
139.705_35.83,896
139.705_35.855,897
139.715_35.51,898
139.715_35.52,899
139.715_35.525,900
139.715_35.53,901
139.715_35.54,902
139.715_35.545,903
139.715_35.555,904
139.715_35.56,905
139.715_35.565,906
139.715_35.575,907
139.715_35.59,908
139.715_35.595,909
139.715_35.6,910
139.715_35.605,911
139.715_35.61,912
139.715_35.615,913
139.715_35.62,914
139.715_35.625,915
139.715_35.63,916
139.715_35.64,917
139.715_35.645,918
139.715_35.655,919
139.715_35.66,920
139.715_35.665,921
139.715_35.67,922
139.715_35.675,923
139.715_35.68,924
139.715_35.685,925
139.715_35.69,926
139.715_35.695,927
139.715_35.7,928
139.715_35.705,929
139.715_35.71,930
139.715_35.72,931
139.715_35.725,932
139.715_35.73,933
139.715_35.74,934
139.715_35.745,935
139.715_35.75,936
139.715_35.755,937
139.715_35.765,938
139.715_35.775,939
139.715_35.78,940
139.715_35.79,941
139.715_35.8,942
139.715_35.805,943
139.715_35.81,944
139.71_35.53,945
139.71_35.555,946
139.71_35.56,947
139.71_35.57,948
139.71_35.575,949
139.71_35.585,950
139.71_35.59,951
139.71_35.595,952
139.71_35.6,953
139.71_35.605,954
139.71_35.61,955
139.71_35.625,956
139.71_35.63,957
139.71_35.635,958
139.71_35.64,959
139.71_35.645,960
139.71_35.65,961
139.71_35.655,962
139.71_35.66,963
139.71_35.665,964
139.71_35.67,965
139.71_35.675,966
139.71_35.68,967
139.71_35.685,968
139.71_35.69,969
139.71_35.695,970
139.71_35.7,971
139.71_35.71,972
139.71_35.715,973
139.71_35.72,974
139.71_35.725,975
139.71_35.73,976
139.71_35.735,977
139.71_35.74,978
139.71_35.745,979
139.71_35.75,980
139.71_35.755,981
139.71_35.8,982
139.71_35.805,983
139.71_35.81,984
139.71_35.83,985
139.725_35.525,986
139.725_35.53,987
139.725_35.535,988
139.725_35.545,989
139.725_35.55,990
139.725_35.555,991
139.725_35.56,992
139.725_35.565,993
139.725_35.58,994
139.725_35.585,995
139.725_35.59,996
139.725_35.6,997
139.725_35.605,998
139.725_35.615,999
139.725_35.62,1000
139.725_35.625,1001
139.725_35.63,1002
139.725_35.635,1003
139.725_35.65,1004
139.725_35.655,1005
139.725_35.66,1006
139.725_35.665,1007
139.725_35.67,1008
139.725_35.68,1009
139.725_35.685,1010
139.725_35.69,1011
139.725_35.695,1012
139.725_35.705,1013
139.725_35.71,1014
139.725_35.715,1015
139.725_35.72,1016
139.725_35.725,1017
139.725_35.73,1018
139.725_35.74,1019
139.725_35.745,1020
139.725_35.755,1021
139.725_35.76,1022
139.725_35.765,1023
139.725_35.775,1024
139.725_35.785,1025
139.725_35.795,1026
139.725_35.8,1027
139.72_35.545,1028
139.72_35.555,1029
139.72_35.56,1030
139.72_35.58,1031
139.72_35.6,1032
139.72_35.61,1033
139.72_35.615,1034
139.72_35.62,1035
139.72_35.625,1036
139.72_35.635,1037
139.72_35.645,1038
139.72_35.65,1039
139.72_35.655,1040
139.72_35.66,1041
139.72_35.665,1042
139.72_35.67,1043
139.72_35.675,1044
139.72_35.68,1045
139.72_35.685,1046
139.72_35.69,1047
139.72_35.695,1048
139.72_35.7,1049
139.72_35.705,1050
139.72_35.72,1051
139.72_35.725,1052
139.72_35.73,1053
139.72_35.745,1054
139.72_35.76,1055
139.72_35.77,1056
139.72_35.775,1057
139.72_35.78,1058
139.72_35.785,1059
139.72_35.79,1060
139.72_35.8,1061
139.72_35.805,1062
139.72_35.81,1063
139.72_35.815,1064
139.72_35.835,1065
139.735_35.515,1066
139.735_35.535,1067
139.735_35.55,1068
139.735_35.555,1069
139.735_35.565,1070
139.735_35.575,1071
139.735_35.58,1072
139.735_35.585,1073
139.735_35.595,1074
139.735_35.605,1075
139.735_35.61,1076
139.735_35.62,1077
139.735_35.625,1078
139.735_35.63,1079
139.735_35.635,1080
139.735_35.65,1081
139.735_35.655,1082
139.735_35.66,1083
139.735_35.665,1084
139.735_35.67,1085
139.735_35.675,1086
139.735_35.68,1087
139.735_35.685,1088
139.735_35.69,1089
139.735_35.695,1090
139.735_35.7,1091
139.735_35.705,1092
139.735_35.715,1093
139.735_35.73,1094
139.735_35.735,1095
139.735_35.75,1096
139.735_35.755,1097
139.735_35.76,1098
139.735_35.765,1099
139.735_35.815,1100
139.735_35.82,1101
139.735_35.83,1102
139.735_35.845,1103
139.73_35.52,1104
139.73_35.53,1105
139.73_35.535,1106
139.73_35.545,1107
139.73_35.55,1108
139.73_35.565,1109
139.73_35.57,1110
139.73_35.575,1111
139.73_35.585,1112
139.73_35.59,1113
139.73_35.595,1114
139.73_35.6,1115
139.73_35.605,1116
139.73_35.615,1117
139.73_35.62,1118
139.73_35.625,1119
139.73_35.63,1120
139.73_35.635,1121
139.73_35.64,1122
139.73_35.655,1123
139.73_35.66,1124
139.73_35.665,1125
139.73_35.67,1126
139.73_35.675,1127
139.73_35.68,1128
139.73_35.685,1129
139.73_35.69,1130
139.73_35.7,1131
139.73_35.705,1132
139.73_35.71,1133
139.73_35.72,1134
139.73_35.725,1135
139.73_35.745,1136
139.73_35.75,1137
139.73_35.755,1138
139.73_35.76,1139
139.73_35.77,1140
139.73_35.775,1141
139.73_35.785,1142
139.73_35.8,1143
139.73_35.815,1144
139.73_35.825,1145
139.73_35.83,1146
139.73_35.84,1147
139.73_35.85,1148
139.745_35.53,1149
139.745_35.535,1150
139.745_35.55,1151
139.745_35.57,1152
139.745_35.575,1153
139.745_35.58,1154
139.745_35.595,1155
139.745_35.6,1156
139.745_35.605,1157
139.745_35.61,1158
139.745_35.62,1159
139.745_35.625,1160
139.745_35.635,1161
139.745_35.64,1162
139.745_35.645,1163
139.745_35.65,1164
139.745_35.655,1165
139.745_35.66,1166
139.745_35.665,1167
139.745_35.67,1168
139.745_35.675,1169
139.745_35.68,1170
139.745_35.685,1171
139.745_35.69,1172
139.745_35.695,1173
139.745_35.7,1174
139.745_35.705,1175
139.745_35.72,1176
139.745_35.725,1177
139.745_35.73,1178
139.745_35.735,1179
139.745_35.74,1180
139.745_35.745,1181
139.745_35.75,1182
139.745_35.77,1183
139.745_35.81,1184
139.74_35.535,1185
139.74_35.54,1186
139.74_35.545,1187
139.74_35.55,1188
139.74_35.565,1189
139.74_35.57,1190
139.74_35.575,1191
139.74_35.58,1192
139.74_35.59,1193
139.74_35.595,1194
139.74_35.6,1195
139.74_35.605,1196
139.74_35.61,1197
139.74_35.615,1198
139.74_35.62,1199
139.74_35.625,1200
139.74_35.63,1201
139.74_35.635,1202
139.74_35.64,1203
139.74_35.645,1204
139.74_35.65,1205
139.74_35.655,1206
139.74_35.66,1207
139.74_35.665,1208
139.74_35.67,1209
139.74_35.675,1210
139.74_35.68,1211
139.74_35.685,1212
139.74_35.69,1213
139.74_35.695,1214
139.74_35.7,1215
139.74_35.71,1216
139.74_35.715,1217
139.74_35.725,1218
139.74_35.73,1219
139.74_35.735,1220
139.74_35.74,1221
139.74_35.75,1222
139.74_35.755,1223
139.74_35.76,1224
139.74_35.775,1225
139.74_35.78,1226
139.74_35.82,1227
139.755_35.575,1228
139.755_35.58,1229
139.755_35.59,1230
139.755_35.625,1231
139.755_35.635,1232
139.755_35.64,1233
139.755_35.645,1234
139.755_35.65,1235
139.755_35.655,1236
139.755_35.66,1237
139.755_35.665,1238
139.755_35.67,1239
139.755_35.675,1240
139.755_35.68,1241
139.755_35.685,1242
139.755_35.69,1243
139.755_35.695,1244
139.755_35.7,1245
139.755_35.705,1246
139.755_35.71,1247
139.755_35.715,1248
139.755_35.72,1249
139.755_35.73,1250
139.755_35.735,1251
139.755_35.74,1252
139.755_35.745,1253
139.755_35.75,1254
139.755_35.8,1255
139.75_35.53,1256
139.75_35.545,1257
139.75_35.55,1258
139.75_35.555,1259
139.75_35.57,1260
139.75_35.58,1261
139.75_35.59,1262
139.75_35.61,1263
139.75_35.615,1264
139.75_35.62,1265
139.75_35.625,1266
139.75_35.635,1267
139.75_35.64,1268
139.75_35.645,1269
139.75_35.65,1270
139.75_35.655,1271
139.75_35.66,1272
139.75_35.665,1273
139.75_35.67,1274
139.75_35.675,1275
139.75_35.685,1276
139.75_35.69,1277
139.75_35.695,1278
139.75_35.7,1279
139.75_35.705,1280
139.75_35.71,1281
139.75_35.715,1282
139.75_35.72,1283
139.75_35.73,1284
139.75_35.735,1285
139.75_35.74,1286
139.75_35.745,1287
139.75_35.75,1288
139.75_35.855,1289
139.765_35.54,1290
139.765_35.545,1291
139.765_35.635,1292
139.765_35.66,1293
139.765_35.665,1294
139.765_35.67,1295
139.765_35.675,1296
139.765_35.68,1297
139.765_35.685,1298
139.765_35.69,1299
139.765_35.695,1300
139.765_35.7,1301
139.765_35.705,1302
139.765_35.71,1303
139.765_35.715,1304
139.765_35.72,1305
139.765_35.725,1306
139.765_35.73,1307
139.765_35.74,1308
139.765_35.745,1309
139.765_35.75,1310
139.765_35.755,1311
139.76_35.57,1312
139.76_35.575,1313
139.76_35.59,1314
139.76_35.65,1315
139.76_35.655,1316
139.76_35.66,1317
139.76_35.665,1318
139.76_35.67,1319
139.76_35.675,1320
139.76_35.68,1321
139.76_35.685,1322
139.76_35.69,1323
139.76_35.695,1324
139.76_35.7,1325
139.76_35.705,1326
139.76_35.71,1327
139.76_35.715,1328
139.76_35.72,1329
139.76_35.725,1330
139.76_35.73,1331
139.76_35.735,1332
139.76_35.74,1333
139.76_35.75,1334
139.76_35.76,1335
139.76_35.78,1336
139.76_35.785,1337
139.76_35.81,1338
139.76_35.82,1339
139.76_35.825,1340
139.775_35.615,1341
139.775_35.62,1342
139.775_35.625,1343
139.775_35.63,1344
139.775_35.655,1345
139.775_35.665,1346
139.775_35.67,1347
139.775_35.675,1348
139.775_35.68,1349
139.775_35.685,1350
139.775_35.69,1351
139.775_35.695,1352
139.775_35.7,1353
139.775_35.705,1354
139.775_35.71,1355
139.775_35.715,1356
139.775_35.72,1357
139.775_35.725,1358
139.775_35.73,1359
139.775_35.735,1360
139.775_35.74,1361
