poi_idx,cat_idx,region_idx,hotness_idx
536,21,35,0
537,121,60,0
538,145,34,1
539,95,34,0
540,138,35,0
541,120,44,0
542,221,34,2
543,233,60,0
544,37,34,1
545,138,35,0
546,102,33,1
547,53,34,1
548,37,34,0
549,61,35,1
550,37,35,0
551,50,43,1
552,48,35,0
553,96,33,1
554,137,35,1
555,59,60,0
556,231,34,0
557,27,34,0
558,48,35,0
559,94,35,0
560,57,34,1
561,207,34,0
562,99,34,0
563,233,34,0
564,311,35,2
565,138,60,0
566,48,34,1
567,209,34,0
568,97,35,0
569,39,34,1
570,159,34,1
571,233,34,1
572,102,34,0
573,102,35,0
574,99,33,1
575,102,34,7
576,203,43,1
577,233,34,1
578,37,60,0
579,223,34,0
580,203,34,2
581,39,33,1
582,260,35,5
583,147,44,2
584,95,34,0
585,256,33,1
586,267,35,26
587,150,53,1
588,233,60,0
589,257,59,2
590,102,60,0
591,247,33,0
592,128,35,0
593,183,35,1
594,223,60,1
595,55,34,1
596,55,34,2
597,52,35,1
598,85,35,2
599,50,60,1
600,210,35,0
601,50,34,0
602,37,34,0
603,86,35,0
604,239,34,1
605,102,34,0
606,246,60,0
607,239,33,1
608,47,34,1
609,223,34,0
610,183,34,1
611,48,35,0
612,80,34,0
613,198,34,0
614,50,34,0
615,130,35,1
616,223,60,1
617,108,60,0
618,37,34,1
619,223,34,0
620,87,33,0
621,61,34,7
622,24,34,0
623,122,35,5
624,122,35,22
625,42,34,0
626,59,60,0
627,260,35,0
628,102,33,0
629,246,60,4
630,61,35,1
631,221,35,0
632,137,34,3
633,66,60,2
634,138,34,0
635,253,33,0
636,111,34,0
637,42,60,1
638,208,60,0
639,137,34,4
640,239,34,0
641,191,34,1
642,195,34,0
643,33,34,1
644,55,35,0
645,61,35,0
646,240,3,7
647,42,33,2
648,52,60,0
649,37,35,0
650,61,46,5
651,261,34,5
652,58,60,3
653,130,35,0
654,221,34,0
655,102,34,0
656,141,34,0
657,36,34,0
658,223,60,0
659,122,35,9
660,37,60,0
661,37,34,1
662,97,32,1
663,27,44,0
664,138,34,1
665,202,33,0
666,37,33,0
667,130,35,2
668,137,60,2
669,137,34,6
670,223,44,1
671,37,34,2
672,260,35,0
673,255,35,4
674,198,34,0
675,37,34,0
676,50,34,0
677,47,34,1
678,37,35,1
679,223,60,1
680,76,60,2
681,31,34,0
682,48,33,1
683,102,35,0
684,202,34,2
685,92,60,0
686,223,35,1
687,102,55,0
688,131,33,1
689,203,31,0
690,37,35,3
691,50,34,0
692,61,60,4
693,260,35,1
694,31,34,1
695,131,34,0
696,223,60,1
697,223,34,1
698,223,34,0
699,260,60,4
700,37,51,1
701,157,27,10
702,227,35,0
703,221,34,1
704,19,35,2
705,7,34,1
706,223,34,0
707,221,34,1
708,130,35,0
709,121,36,1
710,292,34,0
711,202,35,0
712,50,43,0
713,147,34,0
714,121,34,0
715,137,33,0
716,102,34,0
717,209,34,0
718,223,34,2
719,146,78,2
720,37,34,0
721,183,36,1
722,31,34,0
723,223,34,1
724,203,34,0
725,70,45,13
726,223,35,1
727,95,35,0
728,223,43,0
729,113,20,0
730,147,35,8
731,9,60,0
732,128,26,0
733,248,34,1
734,122,34,7
735,223,34,7
736,21,34,0
737,83,33,0
738,223,34,1
739,228,31,16
740,131,35,1
741,138,35,3
742,266,60,6
743,128,35,0
744,35,34,0
745,223,34,2
746,59,35,0
747,33,34,0
748,205,35,0
749,183,60,4
750,146,60,2
751,183,32,1
752,97,17,1
753,37,35,0
754,37,43,0
755,97,43,0
756,261,33,0
757,260,60,0
758,37,34,0
759,310,31,0
760,174,33,2
761,21,60,0
762,221,35,1
763,222,34,8
764,290,3,0
765,210,34,0
766,223,33,2
767,96,35,1
768,223,34,0
769,223,60,0
770,98,35,4
771,121,44,1
772,15,34,0
773,61,35,4
774,131,34,1
775,218,35,1
776,183,35,0
777,96,34,0
778,223,35,0
779,35,35,0
780,260,35,0
781,202,35,0
782,221,35,0
783,163,35,2
784,61,35,3
785,138,60,0
786,138,34,0
787,138,34,3
788,141,44,1
789,41,35,1
790,223,60,0
791,44,34,0
792,96,12,0
793,26,12,0
794,53,34,0
795,37,35,0
796,102,35,0
797,148,35,1
798,96,35,3
799,37,60,1
800,145,60,1
801,150,68,3
802,255,34,0
803,70,68,9
804,41,44,0
805,131,60,1
806,42,36,0
807,37,35,0
808,260,60,0
809,137,34,0
810,54,60,2
811,97,35,1
812,120,34,1
813,137,35,1
814,121,46,1
815,95,61,0
816,138,60,1
817,130,42,0
818,138,35,4
819,255,60,1
820,50,43,0
821,20,34,1
822,47,35,1
823,198,33,0
824,102,34,0
825,130,60,1
826,7,34,2
827,285,34,3
828,7,34,1
829,37,34,7
830,7,35,0
831,97,60,1
832,61,34,0
833,36,60,0
834,137,35,1
835,213,34,0
836,137,60,2
837,40,35,2
838,96,34,2
839,128,35,0
840,121,35,5
841,146,35,1
842,256,34,0
843,47,35,0
844,88,42,1
845,87,34,0
846,266,55,10
847,39,44,1
848,103,43,1
849,137,33,0
850,132,35,0
851,143,35,0
852,195,35,1
853,122,60,0
854,87,35,1
855,61,60,1
856,260,35,18
857,61,60,1
858,131,34,0
859,260,34,1
860,255,46,1
861,147,40,3
862,107,34,0
863,42,59,0
864,37,34,0
865,61,34,0
866,223,33,0
867,97,33,0
868,203,34,0
869,132,34,1
870,27,60,0
871,37,88,0
872,7,35,1
873,195,60,0
874,203,36,0
875,223,27,1
876,223,34,1
877,35,6,1
878,266,34,2
879,240,3,1
880,128,35,2
881,204,35,2
882,203,34,1
883,121,36,4
884,130,34,0
885,231,34,2
886,83,36,1
887,97,34,2
888,61,60,1
889,223,34,0
890,202,34,1
891,137,33,2
892,195,35,0
893,223,34,1
894,32,34,2
895,119,35,2
896,47,35,1
897,257,34,1
898,42,60,1
899,33,35,0
900,208,34,0
901,27,60,0
902,234,60,0
903,84,34,2
904,84,35,0
905,98,34,2
906,121,34,1
907,257,35,2
908,195,35,0
909,137,60,1
910,202,34,1
911,95,35,1
912,147,60,0
913,121,35,2
914,44,34,1
915,222,34,16
916,207,35,0
917,130,35,1
918,222,37,9
919,32,35,1
920,4,60,1
921,289,61,0
922,152,34,1
923,223,35,0
924,96,34,1
925,47,35,1
926,3,34,1
927,138,34,0
928,163,34,10
929,137,35,0
930,42,34,1
931,61,35,3
932,96,34,0
933,270,34,3
934,215,60,1
935,85,33,3
936,163,48,0
937,102,36,1
938,83,35,1
939,255,35,2
940,122,34,1
941,141,33,0
942,233,34,0
943,257,35,0
944,223,35,1
945,223,34,1
946,223,34,2
947,141,35,0
948,266,41,1
949,218,34,1
950,191,34,0
951,141,44,2
952,55,60,1
953,146,34,4
954,121,35,1
955,202,33,0
956,138,44,3
957,204,35,1
958,48,35,0
959,21,34,0
960,31,35,1
961,138,34,4
962,138,35,3
963,221,35,0
964,148,42,0
965,103,36,0
966,257,34,0
967,195,35,1
968,102,35,0
969,163,34,1
970,222,34,14
971,222,35,8
972,222,34,0
973,222,58,10
974,39,60,0
975,192,35,0
976,27,60,1
977,240,3,3
978,138,33,1
979,115,46,0
980,4,34,1
981,121,33,0
982,122,60,0
983,146,36,0
984,289,49,12
985,42,36,2
986,258,61,23
987,131,34,0
988,195,60,2
989,183,34,3
990,138,36,2
991,246,34,0
992,259,35,1
993,134,60,0
994,163,35,0
995,265,42,12
996,37,60,0
997,106,35,0
998,260,35,1
999,9,35,1
1000,210,35,1
1001,70,25,23
1002,198,34,1
1003,55,35,1
1004,122,34,1
1005,223,34,0
1006,61,34,8
1007,209,34,2
1008,165,36,3
1009,1,34,1
1010,138,33,3
1011,132,34,0
1012,223,35,1
1013,257,35,0
1014,61,35,1
1015,77,60,0
1016,31,35,0
1017,104,77,0
1018,7,34,1
1019,261,33,1
1020,207,58,0
1021,97,35,0
1022,223,34,1
1023,42,61,0
1024,195,61,0
1025,302,35,0
1026,7,34,1
1027,137,34,4
1028,234,34,0
1029,265,42,3
1030,29,35,1
1031,138,34,1
1032,198,34,1
1033,103,60,0
1034,163,35,1
1035,198,35,1
1036,257,34,0
1037,37,60,1
1038,223,34,0
1039,147,35,1
1040,96,35,0
1041,42,35,1
1042,121,35,1
1043,31,35,0
1044,223,35,0
1045,42,42,2
1046,137,60,3
1047,131,44,0
1048,37,35,0
1049,240,3,0
1050,138,35,1
1051,10,34,1
1052,265,34,3
1053,253,35,1
1054,147,36,1
1055,249,35,1
1056,265,44,4
1057,146,35,3
1058,97,43,0
1059,253,35,0
1060,47,32,1
1061,37,79,1
1062,141,34,1
1063,70,34,7
1064,98,58,1
1065,121,35,1
1066,138,34,1
1067,183,5,3
1068,70,52,7
1069,76,61,5
1070,247,34,0
1071,131,43,0
1072,96,34,0
1073,285,60,1
1074,121,60,4
1075,223,60,0
1076,42,42,0
1077,137,35,1
1078,122,35,1
1079,141,33,0
1080,290,18,0
1081,61,35,0
1082,69,60,1
1083,248,35,3
1084,61,59,3
1085,80,34,6
1086,138,34,2
1087,7,34,1
1088,197,35,2
1089,141,34,0
1090,134,35,1
1091,137,35,0
1092,138,45,3
1093,223,36,2
1094,99,35,0
1095,141,60,0
1096,61,35,3
1097,190,60,0
1098,37,35,0
1099,47,35,2
1100,255,60,2
1101,70,85,1
1102,41,34,1
1103,223,34,1
1104,138,34,2
1105,234,35,1
1106,119,35,1
1107,124,35,0
1108,107,35,1
1109,138,35,2
1110,40,35,0
1111,121,60,1
1112,71,43,4
1113,138,45,0
1114,138,35,1
1115,137,88,2
1116,61,35,1
1117,54,43,5
1118,137,60,2
1119,42,36,0
1120,96,34,3
1121,61,35,1
1122,210,34,0
1123,183,26,2
1124,137,35,2
1125,137,44,2
1126,255,61,3
1127,63,34,3
1128,137,35,1
1129,61,35,3
1130,61,34,0
1131,181,60,1
1132,265,5,2
1133,223,60,0
1134,223,34,0
1135,138,60,0
1136,61,35,0
1137,37,34,1
1138,283,34,0
1139,137,46,0
1140,81,34,2
1141,138,60,2
1142,223,35,0
1143,53,35,0
1144,71,34,25
1145,195,35,1
1146,198,60,1
1147,223,33,4
1148,195,34,1
1149,9,35,0
1150,42,34,0
1151,223,35,1
1152,96,60,1
1153,163,51,0
1154,223,35,1
1155,61,35,1
1156,61,60,0
1157,42,35,0
1158,131,33,2
1159,223,36,1
1160,223,44,0
1161,195,35,1
1162,61,34,2
1163,259,35,0
1164,42,36,1
1165,128,33,1
1166,183,66,1
1167,48,35,1
1168,4,34,1
1169,195,34,1
1170,266,21,1
1171,198,34,0
1172,248,35,2
1173,136,34,0
1174,42,33,0
1175,260,35,4
1176,223,60,1
1177,257,34,0
1178,80,35,0
1179,9,34,1
1180,61,60,3
1181,146,35,0
1182,21,34,0
1183,70,33,4
1184,257,34,2
1185,39,60,4
1186,146,83,0
1187,96,35,1
1188,26,35,0
1189,223,34,3
1190,61,34,0
1191,26,35,1
1192,223,35,1
1193,61,35,1
1194,35,35,1
1195,223,34,3
1196,42,60,1
1197,270,60,1
1198,195,34,0
1199,138,44,1
1200,223,44,2
1201,133,33,0
1202,141,34,1
1203,135,60,0
1204,42,44,1
1205,223,60,0
1206,37,35,0
1207,282,34,1
1208,96,34,1
1209,198,35,0
1210,223,35,0
1211,61,35,2
1212,7,34,1
1213,70,30,4
1214,223,35,0
1215,26,35,1
1216,138,44,0
1217,87,35,0
1218,223,35,1
1219,221,34,0
1220,26,44,0
1221,223,60,0
1222,163,34,0
1223,47,35,2
1224,223,34,0
1225,27,34,0
1226,61,35,0
1227,223,60,0
1228,223,44,0
1229,80,45,0
1230,58,35,0
1231,58,35,0
1232,223,35,1
1233,137,34,7
1234,72,60,0
1235,163,58,2
1236,203,34,1
1237,7,35,0
1238,42,63,1
1239,223,60,8
1240,223,34,0
1241,61,35,6
1242,2,19,2
1243,203,35,0
1244,223,35,0
1245,35,34,6
1246,258,60,0
1247,223,26,0
1248,223,35,0
1249,37,34,2
1250,102,61,0
1251,257,55,0
1252,97,44,1
1253,223,35,1
1254,13,35,1
1255,266,64,0
1256,47,78,0
1257,98,34,1
1258,102,34,0
1259,138,35,4
1260,265,32,0
1261,255,27,2
1262,26,35,2
1263,223,34,2
1264,223,60,1
1265,121,45,1
1266,4,44,3
1267,223,35,0
1268,223,60,0
1269,61,34,1
1270,265,60,3
1271,255,35,0
1272,61,60,8
1273,131,35,0
1274,265,34,1
1275,78,34,0
1276,42,35,0
1277,42,35,0
1278,260,35,5
1279,265,17,3
1280,178,42,2
1281,128,6,0
1282,138,35,1
1283,137,35,1
1284,80,60,2
1285,61,53,5
1286,270,60,2
1287,255,27,1
1288,42,27,0
1289,265,44,6
1290,266,56,5
1291,138,26,3
1292,121,35,1
1293,121,35,0
1294,132,37,0
1295,240,3,1
1296,222,45,6
1297,223,33,1
1298,37,44,0
1299,42,35,0
1300,102,34,1
1301,70,68,2
1302,198,35,0
1303,223,35,2
1304,138,34,0
1305,197,44,0
1306,61,35,0
1307,7,35,1
1308,133,34,2
1309,95,60,0
1310,163,35,1
1311,2,60,2
1312,240,3,1
1313,96,35,1
1314,255,33,3
1315,223,34,0
1316,1,35,0
1317,223,25,0
1318,87,35,0
1319,183,34,1
1320,183,36,0
1321,70,68,4
1322,137,35,2
1323,61,60,0
1324,42,32,0
1325,223,34,2
1326,7,34,0
1327,48,34,0
1328,255,35,1
1329,223,44,0
1330,302,34,11
1331,195,34,2
1332,223,34,0
1333,223,34,2
1334,31,34,0
1335,223,35,1
1336,131,44,0
1337,121,60,5
1338,70,43,5
1339,42,56,0
1340,239,34,0
1341,37,45,0
1342,198,34,1
1343,223,60,0
1344,102,35,0
1345,37,34,1
1346,37,34,0
1347,131,35,0
1348,102,34,1
1349,5,35,0
1350,121,14,2
1351,265,60,1
1352,61,35,1
1353,223,43,1
1354,42,88,0
1355,96,44,0
1356,47,44,4
1357,102,60,0
1358,97,35,1
1359,223,60,3
1360,223,34,1
1361,50,34,0
1362,61,60,1
1363,265,60,1
1364,146,35,0
1365,265,34,4
1366,124,34,0
1367,96,35,0
1368,260,35,0
1369,96,35,1
1370,222,44,3
1371,183,33,7
1372,128,17,0
1373,260,34,0
1374,137,34,1
1375,96,35,0
1376,106,35,1
1377,223,35,0
1378,223,35,1
1379,42,60,0
1380,130,35,0
1381,96,33,0
1382,70,68,2
1383,61,34,0
1384,265,34,6
1385,260,35,0
1386,58,34,1
1387,138,33,4
1388,265,34,5
1389,163,32,1
1390,215,35,1
1391,97,58,0
1392,130,35,0
1393,260,35,2
1394,203,20,1
1395,14,34,1
1396,258,34,1
1397,223,34,1
1398,265,34,5
1399,265,33,1
1400,61,60,1
1401,265,34,5
1402,257,35,0
1403,137,54,1
1404,176,35,2
1405,223,35,1
1406,265,35,1
1407,138,34,0
1408,265,33,0
1409,265,60,0
1410,206,44,0
1411,139,60,1
1412,215,35,1
1413,42,51,0
1414,163,47,0
1415,37,43,0
1416,195,55,0
1417,70,51,9
1418,70,26,0
1419,183,71,1
1420,223,35,1
1421,202,34,0
1422,61,60,2
1423,19,36,1
1424,265,32,0
1425,183,35,0
1426,97,46,0
1427,265,32,1
1428,138,35,0
1429,223,55,0
1430,137,35,1
1431,247,78,0
1432,93,35,1
1433,137,35,0
1434,61,34,0
1435,185,35,2
1436,223,35,2
1437,70,82,1
1438,128,6,0
1439,223,82,0
1440,95,60,0
1441,265,32,0
1442,102,34,0
1443,96,36,0
1444,7,35,3
1445,209,34,0
1446,63,34,4
1447,163,34,0
1448,37,34,1
1449,147,17,0
1450,223,35,0
1451,42,17,0
1452,258,35,1
1453,234,35,0
1454,163,45,1
1455,132,35,0
1456,80,42,6
1457,26,35,0
1458,42,35,1
1459,137,35,4
1460,138,34,1
1461,223,35,0
1462,96,34,1
1463,4,34,0
1464,138,70,1
1465,42,36,0
1466,92,34,0
1467,63,34,1
1468,183,35,0
1469,96,34,1
1470,96,60,1
1471,107,60,0
1472,240,18,2
1473,242,18,20
1474,37,20,0
1475,302,60,5
1476,181,35,2
1477,204,34,3
1478,223,33,0
1479,265,33,7
1480,48,60,0
1481,26,60,1
1482,215,35,3
1483,195,35,0
1484,134,34,4
1485,122,35,0
1486,37,33,1
1487,53,58,1
1488,55,60,1
1489,58,35,1
1490,76,60,5
1491,223,44,1
1492,130,35,1
1493,223,60,1
1494,61,35,0
1495,223,34,1
1496,42,44,1
1497,43,60,0
1498,255,76,0
1499,255,78,2
1500,195,33,0
1501,61,35,3
1502,178,35,1
1503,80,34,1
1504,122,35,4
1505,137,35,1
1506,265,35,1
1507,112,35,0
1508,137,35,2
1509,6,33,1
1510,19,35,1
1511,265,60,6
1512,265,44,11
1513,223,34,2
1514,6,60,1
1515,130,60,1
1516,138,44,1
1517,50,34,1
1518,70,60,16
1519,265,60,10
1520,223,42,1
1521,265,34,4
1522,42,35,0
1523,137,35,4
1524,70,20,3
1525,265,34,11
1526,265,33,2
1527,87,35,1
1528,7,34,0
1529,42,44,0
1530,78,35,1
1531,52,60,1
1532,146,33,1
1533,223,60,4
1534,195,35,1
1535,292,35,0
1536,26,44,0
1537,102,19,0
1538,131,33,1
1539,61,60,2
1540,47,34,1
1541,198,60,2
1542,198,35,0
1543,221,35,0
1544,191,35,2
1545,195,35,0
1546,131,34,0
1547,78,69,0
1548,265,33,8
1549,102,35,2
1550,255,30,0
1551,26,34,4
1552,223,45,5
1553,265,45,0
1554,61,60,0
1555,163,20,0
1556,128,44,3
1557,58,88,0
1558,35,35,0
1559,80,35,1
1560,4,34,1
1561,121,35,0
1562,137,35,0
1563,265,35,2
1564,213,34,2
1565,202,26,0
1566,61,43,4
1567,163,29,4
1568,265,46,1
1569,35,34,1
1570,163,38,0
1571,26,35,1
1572,7,35,0
1573,223,35,1
1574,2,34,3
1575,265,33,4
1576,71,33,1
1577,53,34,0
1578,96,68,0
1579,66,35,1
1580,243,34,0
1581,282,60,1
1582,69,33,0
1583,194,34,0
1584,265,44,3
1585,223,34,1
1586,147,61,0
1587,138,12,0
1588,97,69,1
1589,265,36,0
1590,102,44,0
1591,265,34,5
1592,102,64,1
1593,132,54,0
1594,265,46,3
1595,131,35,1
1596,131,35,1
1597,265,36,5
1598,265,46,1
1599,73,35,0
1600,150,35,9
1601,105,34,0
1602,260,34,0
1603,233,34,0
1604,72,33,0
1605,70,60,9
1606,223,60,0
1607,19,33,0
1608,265,60,9
1609,70,68,1
1610,282,33,2
1611,198,34,0
1612,80,35,2
1613,164,34,0
1614,42,17,0
1615,222,66,1
1616,106,34,0
1617,163,12,1
1618,52,60,0
1619,233,60,1
1620,243,34,0
1621,265,60,1
1622,265,20,0
1623,233,45,0
1624,141,44,0
1625,70,26,1
1626,101,9,0
1627,97,70,1
1628,70,18,1
1629,265,20,4
1630,223,34,0
1631,223,35,3
1632,61,34,3
1633,78,35,1
1634,257,35,0
1635,4,35,0
1636,121,36,1
1637,80,35,0
1638,259,70,0
1639,138,34,1
1640,42,78,2
1641,265,60,1
1642,70,60,7
1643,61,60,1
1644,265,20,7
1645,269,35,1
1646,138,44,0
1647,240,18,1
1648,223,34,0
1649,96,35,1
1650,190,35,1
1651,61,35,6
1652,265,31,3
1653,25,35,1
1654,61,35,0
1655,183,35,1
1656,257,35,0
1657,223,34,4
1658,31,33,0
1659,159,35,3
1660,267,45,0
